,handcard,win_rate
0,"['S2', 'H2']",0.1904
1,"['S3', 'H3']",0.1978
2,"['S4', 'H4']",0.7838
3,"['S5', 'H5']",0.3842
4,"['S6', 'H6']",0.3964
5,"['S7', 'H7']",0.7938
6,"['S8', 'H8']",0.8106
7,"['S9', 'H9']",0.532
8,"['ST', 'HT']",0.5284
9,"['SJ', 'HJ']",0.5458
10,"['SQ', 'HQ']",0.5514
11,"['SK', 'HK']",0.5962
12,"['SA', 'HA']",0.6324
