,handcard,win_rate
0,"['S2', 'H2']",0.9444
1,"['S3', 'H3']",0.2718
2,"['S4', 'H4']",0.293
3,"['S5', 'H5']",0.3052
4,"['S6', 'H6']",0.3194
5,"['S7', 'H7']",0.9536
6,"['S8', 'H8']",0.4498
7,"['S9', 'H9']",0.9662
8,"['ST', 'HT']",0.5824
9,"['SJ', 'HJ']",0.5934
10,"['SQ', 'HQ']",0.6108
11,"['SK', 'HK']",0.967
12,"['SA', 'HA']",0.7766
