,handcard,win_rate
0,"['S2', 'H2']",0.9294
1,"['S3', 'H3']",0.3066
2,"['S4', 'H4']",0.3374
3,"['S5', 'H5']",0.3688
4,"['S6', 'H6']",0.3894
5,"['S7', 'H7']",0.4002
6,"['S8', 'H8']",0.4178
7,"['S9', 'H9']",0.9396
8,"['ST', 'HT']",0.5698
9,"['SJ', 'HJ']",0.5862
10,"['SQ', 'HQ']",0.6186
11,"['SK', 'HK']",0.953
12,"['SA', 'HA']",0.7702
