,handcard,win_rate
0,"['S2', 'H2']",0.2122
1,"['S3', 'H3']",0.8208
2,"['S4', 'H4']",0.388
3,"['S5', 'H5']",0.8316
4,"['S6', 'H6']",0.4916
5,"['S7', 'H7']",0.829
6,"['S8', 'H8']",0.5164
7,"['S9', 'H9']",0.5356
8,"['ST', 'HT']",0.5476
9,"['SJ', 'HJ']",0.582
10,"['SQ', 'HQ']",0.622
11,"['SK', 'HK']",0.6496
12,"['SA', 'HA']",0.6856
