,handcard,win_rate
0,"['S2', 'H2']",0.2362
1,"['S3', 'H3']",0.2526
2,"['S4', 'H4']",0.2624
3,"['S5', 'H5']",0.2928
4,"['S6', 'H6']",0.924
5,"['S7', 'H7']",0.3966
6,"['S8', 'H8']",0.4132
7,"['S9', 'H9']",0.4518
8,"['ST', 'HT']",0.4728
9,"['SJ', 'HJ']",0.5062
10,"['SQ', 'HQ']",0.9448
11,"['SK', 'HK']",0.652
12,"['SA', 'HA']",0.9376
